timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1693325534216,139,/canonical.html-254,200,OK,,text,true,,317,298,0,0,http://detectportal.firefox.com/canonical.html,139,0,53
1693325534441,129,/success.txt-255,200,OK,,text,true,,235,300,0,0,http://detectportal.firefox.com/success.txt?ipv4,129,0,67
1693325534484,104,/success.txt-256,200,OK,,text,true,,235,300,0,0,http://detectportal.firefox.com/success.txt?ipv6,104,0,58
0,0,accounts.google.com:443,,"Received fatal alert: unknown_ca
**ensure browser is set to accept the JMeter proxy certificate**",,,false,,1281,0,0,0,null,0,0,0
0,0,maps.googleapis.com:443,,"Received fatal alert: unknown_ca
**ensure browser is set to accept the JMeter proxy certificate**",,,false,,1281,0,0,0,null,0,0,0
0,0,accounts.google.com:443,,"Received fatal alert: unknown_ca
**ensure browser is set to accept the JMeter proxy certificate**",,,false,,1281,0,0,0,null,0,0,0
0,0,accounts.google.com:443,,"Received fatal alert: unknown_ca
**ensure browser is set to accept the JMeter proxy certificate**",,,false,,1281,0,0,0,null,0,0,0
0,0,maps.googleapis.com:443,,"Received fatal alert: unknown_ca
**ensure browser is set to accept the JMeter proxy certificate**",,,false,,1281,0,0,0,null,0,0,0
1693325534678,188,/canonical.html-257,200,OK,,text,true,,317,298,0,0,http://detectportal.firefox.com/canonical.html,188,0,80
1693325534874,174,/success.txt-259,200,OK,,text,true,,235,300,0,0,http://detectportal.firefox.com/success.txt?ipv6,173,0,87
1693325534874,185,/success.txt-258,200,OK,,text,true,,235,300,0,0,http://detectportal.firefox.com/success.txt?ipv4,183,0,88
1693325533665,5369,/index.php/ajax/hotel_list/0-249,200,OK,,text,true,,4136,1905,0,0,https://qa-travel.travel-loyalty.com/index.php/ajax/hotel_list/0?booking_source=PTBSID0000000001&search_id=9059&op=load&filters%5Bmin_price%5D=594&filters%5Bmax_price%5D=3734&filters%5Bhn_val%5D=&filters%5Bdealf%5D=false&filters%5Bfree_cancel%5D=false&filters%5Bwifi%5D=false&filters%5Bbreakfast%5D=false&filters%5Bparking%5D=false&filters%5Bswim_pool%5D=false&filters%5Bsort_item%5D=star&filters%5Bsort_type%5D=desc,5369,0,237
0,0,api.tbotechnology.in:443,,"Received fatal alert: unknown_ca
**ensure browser is set to accept the JMeter proxy certificate**",,,false,,1281,0,0,0,null,0,0,0
0,0,api.tbotechnology.in:443,,"Received fatal alert: unknown_ca
**ensure browser is set to accept the JMeter proxy certificate**",,,false,,1281,0,0,0,null,0,0,0
0,0,b2b.tektravels.com:443,,"Received fatal alert: unknown_ca
**ensure browser is set to accept the JMeter proxy certificate**",,,false,,1281,0,0,0,null,0,0,0
1693325539283,175,/canonical.html-260,200,OK,,text,true,,317,298,0,0,http://detectportal.firefox.com/canonical.html,175,0,91
1693325539465,101,/success.txt-261,200,OK,,text,true,,235,300,0,0,http://detectportal.firefox.com/success.txt?ipv6,101,0,46
1693325539465,101,/success.txt-262,200,OK,,text,true,,235,300,0,0,http://detectportal.firefox.com/success.txt?ipv4,101,0,46
